"V1";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161";"V162";"V163";"V164";"V165";"V166";"V167";"V168";"V169";"V170";"V171";"V172";"V173";"V174";"V175";"V176";"V177";"V178";"V179";"V180";"V181";"V182";"V183";"V184";"V185";"V186";"V187";"V188";"V189";"V190";"V191";"V192";"V193";"V194";"V195";"V196";"V197";"V198";"V199";"V200";"V201";"V202";"V203";"V204";"V205";"V206";"V207";"V208";"V209";"V210";"V211";"V212";"V213";"V214";"V215";"V216";"V217";"V218";"V219";"V220";"V221";"V222";"V223";"V224";"V225";"V226";"V227";"V228";"V229";"V230";"V231";"V232";"V233";"V234";"V235";"V236";"V237";"V238";"V239";"V240";"V241";"V242";"V243";"V244";"V245";"V246";"V247";"V248";"V249";"V250";"V251";"V252";"V253";"V254";"V255";"V256";"V257";"V258";"V259";"V260";"V261";"V262";"V263";"V264";"V265";"V266";"V267";"V268";"V269";"V270";"V271";"V272";"V273";"V274";"V275";"V276";"V277";"V278";"V279";"V280";"V281";"V282";"V283";"V284";"V285";"V286";"V287";"V288";"V289";"V290";"V291";"V292";"V293";"V294";"V295";"V296";"V297";"V298";"V299";"V300";"V301";"V302";"V303";"V304";"V305";"V306";"V307";"V308";"V309";"V310";"V311";"V312";"V313";"V314";"V315";"V316"
12516;2002;1;23;5;2605;25;1020;530;720;;2;0;1;1;1;0;0;1;1;3;2;11;;;1;2;;1;1;9;7;1;6;0;3;2;2;7;6;5;5;0;4;3;3;1;1;1;;1;1;1;3;1;3;1;1;1;3;3;1;3;3;3;2;2;3;2;2;2;2;3;2;2;2;2;3;3;2;3;3;4;3;4;3;1;3;2;2;2;2;3;8;2;3;8;2;2;8;3;3;8;2;2;8;8;8;3;2;8;8;1;2;2;3;3;3;3;4;4;4;3;4;4;4;8;8;5;4;4;3;3;4;8;2;3;4;2;3;2;3;4;4;4;4;2;4;3;2;4;1;4;4;3;8;5;4;4;2;3;2;4;3;2;4;2;2;2;2;1;1;2;1;2;3;2;2;3;1;2;3;3;3;3;3;4;5;2;10;18;7;1;3;3;2;4;1;8;1;4;3;4;4;3;4;1;8;2;4;4;4;4;8;5;8;8;2;5;4;4;4;2;5;1;5;2;5;4;4;4;4;2;1;8;5;1;4;1;2;1;2;2;2;2;2;1;2;1;1;2;;1;2;1;1;3;1;1;1;1;2;1;10;;1;1;2;39;4;7;7;3;1;1;0;0;0;2605;5;3;2;1;180;180;10;;;;;;;;;;;1;62;6;;;;1;;;670;650;620;;8139;0,8139;1,05558;5;0,854839
12516;2002;1;19;4;2605;25;200;700;572;;1;1;0;0;0;0;0;2;1;3;1;2;;;1;1;;1;1;10;7;3;5;3;2;4;4;7;4;4;5;5;3;5;5;1;1;1;;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;1;2;2;2;3;1;3;4;2;1;2;1;2;3;3;2;2;2;3;3;2;2;3;2;2;2;3;3;2;2;3;2;3;3;2;2;2;2;2;1;1;1;1;2;2;4;4;2;3;2;1;5;3;3;2;4;3;4;3;4;4;3;4;3;2;2;1;2;1;3;3;3;3;3;1;3;4;1;1;3;1;2;5;2;3;1;3;3;3;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;3;2;1;2;1;2;1;2;3;5;3;6;5;8;4;4;4;2;4;1;4;2;3;4;4;2;1;3;2;3;1;3;4;3;3;2;3;3;3;2;4;3;3;2;2;2;1;2;1;3;3;4;4;4;4;1;4;4;2;4;1;1;2;;2;1;1;1;1;2;1;1;1;1;2;1;1;2;2;2;1;2;1;1;1;1;1;1;1;1;49;2;8;14;3;2;1;0;0;0;2605;5;2;2;1;470;471;4;2;1;;33402;7510;7510;;;;1;1;52;5;133;4;3;2;3340;;200;600;550;;8210;0,821;1,05558;5;0,862296
12516;2002;1;12;5;2605;25;701;571;720;530;2;0;1;1;1;0;0;3;3;2;3;22;8;;3;3;;3;2;4;5;8;3;6;2;8;1;5;8;7;4;2;1;9;2;2;;;3;3;1;1;2;1;2;1;2;2;2;2;2;1;2;2;3;1;1;2;2;1;2;1;2;2;2;3;4;4;3;4;4;4;2;2;1;1;3;3;2;2;1;3;2;2;2;8;1;1;3;3;2;3;4;3;3;2;4;3;1;1;2;2;2;1;2;5;2;4;5;4;2;2;5;1;2;1;1;3;1;4;1;2;2;3;5;4;4;1;3;4;1;1;5;3;4;4;5;4;2;1;1;2;3;2;3;2;3;2;2;8;2;2;3;4;4;4;2;3;3;2;2;2;4;3;3;8;3;4;2;1;4;3;4;7;5;6;8;3;10;7;9;1;4;3;2;4;1;3;2;5;2;3;2;1;4;4;2;2;5;2;3;3;2;3;3;3;2;4;3;3;4;1;4;1;4;1;5;3;3;4;5;2;1;3;4;1;4;2;;2;;2;2;2;2;1;3;2;;2;;2;2;2;2;4;1;4;;;;;3;1;4;1;2;34;3;8;14;3;2;0;1;0;0;2605;5;4;2;1;870;870;4;2;1;;34600;7530;7530;;;;3;1;67;6;133;4;3;2;3460;;610;540;620;650;8139;0,8139;1,01177;5;0,808219
12516;2002;1;8;4;2605;25;530;720;571;;3;1;0;0;0;0;0;2;8;3;2;61;;;90;;8;90;8;2;2;2;1;1;1;4;2;0;1;2;2;2;18;4;0;3;;;7;3;2;3;8;1;3;2;2;2;3;2;2;3;3;2;1;2;1;1;2;1;3;2;2;3;3;3;4;3;2;3;3;4;3;1;8;2;3;2;2;1;1;2;3;1;2;2;1;1;1;2;2;2;2;3;2;2;3;3;8;2;2;8;2;3;1;4;2;3;2;2;2;1;3;1;2;4;8;2;4;3;2;2;2;4;5;5;3;2;2;3;3;2;4;3;2;2;3;2;2;1;1;2;3;3;2;1;2;2;3;2;2;3;5;1;2;3;2;3;2;5;1;2;3;3;4;3;3;4;3;3;3;3;3;6;4;3;7;18;9;18;6;0;3;8;2;8;1;8;2;1;2;4;4;1;8;1;8;2;1;2;5;5;8;8;8;8;2;2;1;3;8;8;8;2;8;2;4;2;5;5;8;8;1;8;3;1;4;2;;2;;2;2;2;2;2;3;1;7;1;7;2;2;2;2;4;1;1;4;1;1;97;10;;1;97;1;45;2;18;18;3;2;1;0;0;0;2605;5;2;2;1;4010;4010;7;3;3;;13121;2520;2520;;;;8;1;56;5;11;1;1;7;1312;;650;620;540;;8210;0,821;0,9075;5;0,737619
12516;2002;1;22;1;2605;25;572;430;;;3;0;1;1;1;0;0;2;8;3;3;31;7;;1;1;1;8;8;6;4;6;19;0;7;8;2;5;5;18;3;0;6;8;4;2;;;7;3;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;2;2;2;3;4;4;3;2;5;3;4;3;3;2;1;3;2;3;2;2;2;3;2;2;2;2;1;2;3;2;2;2;3;2;2;3;2;2;1;2;1;2;3;1;4;3;4;3;2;2;3;4;1;2;4;3;4;2;2;2;3;2;3;4;4;4;2;3;3;2;1;3;3;3;4;4;1;2;1;1;2;4;2;2;2;4;1;2;2;1;2;3;3;3;2;3;2;2;1;1;2;2;3;4;2;3;4;2;3;3;2;3;6;3;18;7;3;10;4;8;18;4;8;2;8;1;2;2;8;2;4;8;2;8;2;3;2;8;2;4;8;3;8;2;4;3;8;3;4;8;1;8;1;3;2;8;1;3;8;4;8;2;4;4;8;3;1;2;2;;2;2;3;2;2;2;1;7;8;;2;2;2;2;8;3;1;4;1;8;7;4;1;4;3;2;78;3;7;13;3;2;1;0;0;0;2605;5;3;6;4;;;4;1;1;;42223;7440;7440;;;;8;1;23;2;133;5;3;;4222;;550;431;;;13270;1,327;0,9075;5;1,19223
12516;2001;12;27;5;2605;25;600;760;551;900;4;0;0;0;0;1;0;1;6;2;2;99;3;;3;2;2;6;11;4;1;7;3;7;18;8;1;2;2;8;5;8;5;9;1;2;;;18;2;2;2;2;2;2;8;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;3;2;2;2;3;3;4;5;3;3;4;3;2;4;2;3;2;3;1;1;2;3;2;8;2;1;1;2;3;1;2;1;2;3;2;2;8;1;2;2;1;2;3;1;5;2;2;1;2;2;4;4;1;4;4;8;4;4;5;2;4;2;4;5;5;2;2;3;4;4;4;4;1;2;2;1;1;2;1;1;2;2;2;2;5;4;2;2;4;4;5;4;4;2;4;3;2;2;2;1;2;2;2;2;1;2;3;1;2;2;2;3;5;3;3;6;2;5;5;7;0;3;4;2;3;1;2;2;4;2;4;4;2;4;1;2;2;5;2;4;4;3;4;3;3;3;5;3;3;3;2;4;1;2;2;5;2;3;3;3;2;1;2;3;1;3;2;;2;;2;2;1;1;1;2;1;18;1;7;1;1;1;1;4;1;1;5;;3;7;7;;1;3;1;32;2;10;12;3;2;1;0;0;0;2605;5;4;5;1;2399;2399;10;;;;;;;;;;;1;69;6;;;;4;;;900;680;501;800;6453;0,6453;1,10529;5;0,741004
12516;2001;12;29;2;2605;25;10;862;;;2;0;1;1;1;0;0;2;1;3;3;52;;;1;1;;1;1;8;7;4;6;0;2;2;4;8;8;5;5;0;2;2;4;1;1;1;;3;3;1;3;1;3;3;3;1;3;3;3;3;3;8;2;2;2;2;2;1;1;2;2;2;2;3;3;3;2;3;2;3;2;1;4;2;2;2;2;3;1;2;3;2;2;1;2;2;3;3;3;2;2;3;3;2;3;3;2;2;2;1;1;2;3;2;1;3;5;4;4;4;4;2;4;3;4;4;2;5;4;2;2;2;4;2;2;2;3;2;2;2;4;8;4;3;3;2;2;3;2;2;3;3;3;4;2;4;3;3;2;4;2;3;4;3;3;2;4;2;2;2;2;1;4;3;1;4;3;1;3;2;3;4;5;5;8;2;9;7;6;1;3;3;2;4;1;3;2;4;3;3;3;2;4;3;3;2;4;3;3;3;2;4;3;3;2;5;4;3;3;2;4;1;3;2;5;4;4;4;5;1;1;3;5;1;2;1;2;2;;2;2;3;2;1;2;1;1;1;1;2;2;2;2;4;1;4;;;;;3;1;3;1;2;76;3;1;18;3;2;1;0;0;0;2605;5;4;2;4;;;9;;;;;;;;;;;1;25;2;;;;;;;1;752;;;9234;0,9234;1,05558;5;0,969847
12516;2002;1;21;4;2605;25;110;530;620;;3;0;1;1;0;0;0;1;91;;;;;;6;2;2;90;91;3;2;19;1;7;3;6;0;0;0;19;2;19;4;8;0;2;;;7;3;2;2;8;8;2;1;3;2;3;2;2;2;3;8;2;3;1;2;2;1;2;4;2;4;4;4;4;5;2;5;4;5;4;2;4;2;3;3;2;2;1;2;3;2;2;2;2;2;1;3;3;8;2;4;3;8;3;4;1;1;1;2;1;3;1;4;3;3;3;3;2;3;4;2;2;2;2;3;4;4;2;2;1;2;3;3;1;2;3;2;1;2;2;3;3;3;4;2;2;1;1;1;2;3;3;1;3;4;2;1;5;4;3;3;3;1;1;3;3;2;2;2;2;2;3;2;3;3;2;1;1;2;2;8;3;3;5;3;6;4;9;0;3;5;3;4;1;3;3;5;3;4;3;3;4;4;4;3;5;2;3;3;3;4;2;3;3;5;3;5;5;3;5;3;4;3;5;3;5;5;4;3;1;4;5;1;3;1;1;2;;2;2;2;3;2;3;1;7;2;;1;1;1;2;2;1;4;;;;;4;2;8;97;2;43;2;1;11;3;2;1;0;0;0;2605;5;2;6;4;;;10;;;;;;;;;;;1;58;5;;;;;;;110;650;622;;7906;0,7906;1;5;0,7906
12516;2002;1;20;3;2605;25;600;990;;;8;1;0;0;0;0;0;3;2;1;4;92;;;2;1;;2;2;4;7;4;5;0;4;4;5;5;9;5;6;1;6;6;5;3;;;2;3;3;3;3;3;2;3;1;1;3;3;8;8;3;3;2;3;2;2;2;3;1;3;3;8;3;3;3;3;3;3;3;3;3;4;1;2;8;3;8;8;2;3;8;2;8;2;8;8;3;3;8;8;1;1;3;2;3;4;2;2;2;2;2;8;3;2;3;3;3;5;5;3;3;2;3;3;3;3;3;4;2;2;3;3;4;3;4;3;3;3;2;2;3;4;3;3;4;1;2;3;1;3;3;3;3;5;4;2;4;3;1;3;4;3;3;3;3;3;2;1;1;2;4;4;4;3;3;3;1;1;1;1;3;5;4;4;7;3;10;5;7;3;3;8;2;8;1;8;2;8;8;3;8;8;8;1;3;2;3;3;3;4;3;3;1;3;3;4;4;3;3;2;3;1;3;2;3;3;3;3;4;2;2;3;3;2;3;2;;2;;1;2;2;2;1;2;1;2;8;;2;2;8;2;3;1;1;4;1;3;20;3;2;3;97;2;60;2;9;13;3;2;0;0;1;0;2605;5;4;5;1;2100;2100;5;1;1;;31520;4520;4520;;;;2;1;41;4;133;4;3;4;3152;;900;2;;;8179;0,8179;0,9395;5;0,80164
12516;2002;2;4;3;2605;25;571;720;530;;4;0;1;1;1;0;0;2;1;1;4;92;8;;1;2;;1;1;5;2;3;3;4;3;6;3;0;3;5;2;3;5;6;2;3;;;7;3;2;1;2;1;3;1;1;2;1;2;2;1;2;2;2;2;1;2;2;2;1;1;2;3;2;2;5;5;2;3;4;5;3;1;4;1;1;3;3;3;2;3;2;2;2;2;1;1;3;3;2;2;1;3;2;1;4;4;2;2;8;2;1;3;1;5;5;4;4;5;1;1;1;1;2;5;5;4;5;5;4;5;1;3;5;5;1;2;1;5;5;1;2;3;1;1;1;1;3;1;1;2;3;2;5;1;1;3;2;2;2;2;5;5;5;3;3;3;4;2;2;1;2;2;2;2;2;3;2;1;2;2;2;3;6;4;4;4;6;4;2;5;5;3;2;3;1;4;2;4;1;4;3;3;2;2;3;4;3;3;4;3;2;4;3;3;3;4;4;2;3;3;3;1;3;2;4;2;3;3;4;2;2;2;4;3;2;2;;2;;2;1;2;1;1;2;2;;2;;2;2;2;1;3;2;1;6;;1;3;10;;1;97;1;56;2;13;16;3;2;0;0;1;0;2605;5;2;1;1;2010;2010;5;1;1;;34391;9800;9800;;;;8;1;45;4;133;2;2;3;3439;;540;620;650;;7738;0,7738;1,05558;5;0,812722
12516;2002;1;19;2;2605;25;530;900;700;210;2;0;0;0;0;1;0;2;2;2;2;67;1;;1;2;2;2;1;6;7;4;5;0;2;3;2;7;7;4;6;0;2;4;5;2;;;2;2;3;3;3;1;3;3;3;1;1;3;3;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;2;2;4;2;2;3;3;2;2;1;3;2;2;1;3;2;2;3;2;3;8;1;3;2;2;8;4;1;2;1;1;2;1;3;5;3;3;4;4;4;4;3;2;4;3;2;2;5;4;3;2;2;3;2;1;3;2;5;2;4;4;4;2;3;2;3;2;2;2;1;4;3;3;3;4;2;3;3;4;2;4;3;2;2;2;3;2;2;1;1;2;3;3;4;3;3;4;3;2;2;2;2;5;4;5;6;3;10;6;8;1;3;3;2;4;1;3;1;4;3;4;3;2;4;3;2;2;4;3;4;3;2;5;2;3;1;5;4;3;3;1;5;1;3;2;5;3;4;4;5;2;2;4;5;1;4;2;;2;;1;2;4;2;1;2;1;2;2;;1;2;2;1;3;1;1;2;2;1;7;10;;1;97;1;65;2;12;17;3;2;0;0;1;0;2605;5;4;5;1;2280;2280;4;1;1;;21440;3160;3160;;;;2;1;36;3;132;3;2;4;2144;;650;800;600;210;8769;0,8769;0,9395;5;0,859467
12516;2002;1;24;2;2605;25;400;530;572;;4;0;1;1;1;0;0;2;8;3;2;40;;;8;3;;8;8;3;4;6;18;5;3;9;3;0;4;5;4;7;5;9;6;2;;;7;3;3;3;2;1;3;3;2;2;3;3;2;3;2;2;2;1;1;3;2;1;2;2;3;4;2;3;4;3;2;4;3;4;4;1;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1;2;1;2;1;3;2;1;2;4;1;1;1;1;2;3;3;5;5;3;4;2;1;1;4;2;2;3;3;5;5;3;1;3;1;4;4;4;4;1;2;3;1;4;5;3;4;2;1;2;4;1;1;2;3;3;2;1;3;2;2;2;4;4;4;4;2;2;3;3;2;1;1;2;3;2;2;3;2;2;2;1;2;2;4;9;2;4;6;5;5;2;9;2;4;3;2;3;1;8;2;1;2;4;4;2;3;1;3;2;3;2;5;4;3;4;2;4;3;3;3;5;4;2;3;1;4;3;3;3;3;3;4;3;2;3;4;1;3;2;;2;;2;2;3;3;2;2;1;7;1;7;2;2;2;1;3;3;6;;;;;;;;;1;64;2;13;15;3;2;0;0;1;0;2605;5;2;6;1;2630;2630;5;1;1;;21311;7210;7210;;;;8;1;37;3;11;1;1;5;2131;;400;650;550;;8769;0,8769;0,9075;5;0,787842
12516;2002;1;14;2;2605;25;50;;;;8;1;0;0;0;0;0;3;3;3;3;11;11;;3;4;;1;3;5;4;9;5;4;5;7;3;7;6;6;5;4;4;7;3;2;;;3;3;1;1;3;3;2;2;2;2;2;2;3;2;1;2;2;1;1;2;2;8;2;2;2;2;2;3;3;3;2;3;4;3;2;1;4;1;3;2;2;2;1;3;3;2;1;2;2;1;2;3;2;8;1;3;2;2;3;8;1;1;1;2;2;3;3;3;4;4;2;4;2;2;2;2;8;4;2;2;4;4;4;3;4;8;8;5;4;3;2;2;8;8;8;4;3;2;2;2;4;2;1;8;8;8;8;2;2;2;4;8;2;2;8;2;4;2;8;2;2;1;1;2;3;3;3;3;3;3;3;2;2;3;3;8;5;3;8;4;3;5;8;3;8;8;8;8;1;8;8;1;2;4;2;4;8;8;8;5;8;3;8;8;8;8;8;8;8;8;2;2;3;1;5;1;3;2;5;2;8;8;8;8;8;8;8;8;4;2;;2;;2;2;3;2;1;2;1;3;2;;2;2;2;2;3;3;1;1;1;1;97;3;2;1;97;2;64;2;8;14;3;2;0;0;1;0;2605;5;4;2;1;180;180;5;2;1;;24193;7520;7520;;;;3;1;37;3;132;4;2;1;2419;;10;;;;9234;0,9234;1,01177;5;0,916955
12516;2002;2;26;4;2605;25;720;530;572;;3;1;0;0;0;0;0;2;5;1;4;11;1;;5;3;;1;1;7;6;2;7;2;3;2;4;7;6;5;7;3;2;2;4;2;;;1;3;3;1;1;1;2;1;3;2;1;1;1;3;3;1;1;1;1;2;2;1;1;3;3;3;2;3;3;3;3;3;3;3;3;4;1;1;3;3;3;1;2;3;2;3;3;1;1;2;2;3;2;2;2;3;3;3;4;4;2;1;1;1;1;3;4;2;3;4;3;4;3;5;4;2;2;4;2;3;3;4;4;2;3;3;4;3;3;2;2;3;4;1;3;4;2;2;2;1;2;1;2;2;2;3;3;4;1;2;2;3;2;3;5;1;4;3;3;3;3;2;2;2;1;2;3;1;2;2;2;1;1;2;2;2;3;5;10;1;10;6;9;0;5;5;3;2;1;3;4;3;1;2;3;4;2;1;2;4;3;2;4;4;2;4;3;3;2;4;4;3;3;1;2;2;4;1;4;1;5;5;5;2;4;3;5;1;3;2;;2;;1;2;4;3;1;2;2;;1;1;2;1;1;2;4;3;1;1;2;1;1;1;2;1;1;2;51;4;7;7;3;1;0;0;1;0;2605;5;4;1;1;180;180;5;1;1;;41150;3160;3160;;;;5;1;50;5;133;5;3;1;4115;;620;650;550;;7906;0,7906;1,00213;5;0,806981
12516;2002;1;16;2;2605;25;480;572;741;;3;0;1;1;0;0;0;2;3;2;2;11;8;;1;1;2;80;8;5;6;9;2;6;6;8;2;6;7;9;3;7;7;9;3;2;;;3;3;2;2;3;1;2;3;3;2;3;3;3;3;2;2;1;2;2;1;2;8;2;2;3;3;3;3;4;3;2;3;3;3;2;3;1;2;3;2;2;2;1;2;3;2;8;2;1;8;2;8;2;8;2;2;8;3;8;8;1;2;1;1;2;3;2;5;3;2;2;4;3;5;4;3;2;3;2;2;4;2;3;4;3;3;5;4;4;2;3;3;2;2;4;3;4;4;4;2;3;2;1;3;4;2;2;4;3;4;2;3;5;4;3;3;3;3;3;2;2;1;1;2;2;3;3;2;2;3;3;2;2;2;3;6;4;5;6;1;9;6;8;1;2;3;2;5;1;3;2;5;2;3;2;1;4;2;3;1;4;2;4;4;3;4;3;3;2;4;3;4;3;2;4;2;4;2;4;3;4;4;4;3;2;8;4;2;3;2;;2;;2;2;3;2;2;2;1;3;1;7;2;2;1;2;3;3;1;1;1;1;97;1;2;1;1;2;68;2;8;15;3;2;0;1;0;0;2605;5;4;4;1;180;180;4;1;2;33;34150;2800;2800;;;;3;1;33;3;133;4;3;1;3415;;432;550;631;;9234;0,9234;1,01177;5;0,916955
12516;2002;3;12;3;2920;58;400;571;900;;3;0;0;1;0;0;0;2;8;3;2;2;;;13;1;1;8;80;5;5;5;4;1;19;8;1;4;5;4;6;3;3;8;2;1;7;2;;3;2;1;3;1;2;3;1;2;3;2;2;2;3;2;1;8;2;2;1;2;2;2;3;2;2;2;4;3;2;2;3;4;2;2;4;2;3;3;2;3;1;2;2;2;1;1;1;1;1;3;2;1;1;4;4;2;2;8;1;2;2;1;2;3;1;5;4;2;3;4;4;3;2;4;4;2;2;2;2;4;3;5;2;4;5;2;4;2;3;4;4;3;4;3;3;3;2;1;2;3;8;1;1;2;2;5;2;4;2;2;2;4;3;2;2;3;4;2;4;1;2;2;3;2;4;3;2;4;2;2;3;1;5;7;4;4;8;2;10;4;8;1;4;4;2;5;1;3;2;5;2;4;4;2;4;1;3;2;5;2;4;4;3;4;1;3;3;5;4;4;4;3;5;1;3;3;5;4;5;4;5;3;1;3;5;2;4;2;;2;;2;1;3;2;1;2;1;7;2;;2;2;2;1;4;1;1;6;;4;7;7;;4;3;2;59;4;11;11;3;1;0;0;1;0;2920;5;4;5;1;2170;2170;5;2;1;;24220;7520;7520;;;;8;1;42;4;132;3;2;4;2422;;400;540;800;;8179;0,8179;0,9075;5;0,734834
12516;2002;1;14;2;2920;58;400;340;583;;4;0;1;1;1;0;0;2;8;3;3;15;7;;8;3;;8;8;3;3;4;2;1;8;8;0;1;2;3;3;0;9;8;0;1;7;2;;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;3;2;4;5;3;2;4;3;3;4;4;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;8;3;3;1;1;1;2;2;1;2;5;5;2;5;2;2;5;5;2;1;4;1;2;5;1;1;2;4;5;5;4;5;1;4;3;1;1;5;1;5;4;4;1;4;3;1;4;2;2;4;5;5;2;2;3;5;5;2;1;2;1;2;2;2;1;1;2;3;2;3;3;2;2;3;1;1;1;2;7;4;5;8;2;10;6;7;1;2;3;1;3;1;4;2;3;4;4;4;2;4;2;3;2;4;2;3;3;2;5;2;3;3;5;3;4;4;1;4;1;4;2;5;3;5;5;5;2;1;2;5;1;5;2;;2;;1;2;2;1;1;2;1;7;1;7;1;2;2;2;4;3;1;6;;1;7;3;1;3;7;1;64;3;16;17;1;2;1;0;0;0;2920;5;4;5;3;;;8;1;1;;12102;6420;6420;;;;8;1;37;3;131;2;2;;1210;;400;340;570;;8769;0,8769;0,9075;5;0,787842
12516;2002;3;7;5;2920;58;530;780;571;;2;0;1;1;1;0;0;2;3;3;3;75;;;3;3;;3;8;5;6;5;2;0;7;7;0;1;6;6;2;0;6;5;0;2;;;3;3;3;1;2;1;3;3;3;2;3;3;8;3;2;3;2;2;1;2;2;1;2;2;3;3;2;2;2;4;2;3;3;3;3;4;2;2;3;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;1;2;3;2;2;3;2;2;1;2;1;1;3;5;4;8;4;3;4;4;4;1;5;8;4;4;4;5;4;4;4;8;5;4;4;5;4;3;2;3;4;4;4;2;3;1;2;4;1;2;2;4;3;2;2;2;2;4;4;4;3;2;3;2;2;3;2;1;1;2;1;2;2;2;3;3;2;3;3;3;3;5;3;5;7;2;10;6;7;0;3;3;3;4;1;3;3;4;3;4;4;4;4;8;4;4;4;4;3;3;2;3;8;3;2;4;3;4;4;2;5;1;4;3;4;3;4;4;4;2;1;3;4;1;3;2;;2;;1;2;4;2;1;3;8;;2;;2;2;1;2;3;3;1;3;1;1;3;10;;2;3;2;34;2;7;13;3;2;1;0;0;0;2920;5;2;4;1;400;400;10;;;;;;;;;;;1;67;6;;;;2;;;650;672;540;;8139;0,8139;1,01177;5;0,808219
12516;2002;1;11;5;2920;58;570;530;720;810;3;0;1;1;1;0;0;1;2;2;3;11;1;;2;3;;2;2;5;8;4;7;0;3;4;2;5;4;3;8;0;2;5;2;1;2;2;;3;2;1;2;1;2;1;2;2;1;2;2;1;2;2;2;2;1;1;2;1;1;3;2;2;2;2;4;3;2;4;3;4;3;1;2;1;3;2;2;1;2;2;2;1;2;2;2;2;3;2;2;2;1;3;2;1;4;4;2;2;2;1;2;2;1;4;4;2;5;5;4;5;5;3;3;4;2;4;5;3;2;1;4;4;5;3;5;1;8;3;2;4;5;2;5;4;4;2;3;3;1;3;3;3;2;5;4;5;1;3;4;4;3;2;3;2;3;2;2;1;1;2;4;1;3;2;2;3;3;2;2;2;2;5;4;5;7;3;10;6;8;1;3;4;2;4;1;4;2;4;4;4;3;1;4;1;3;1;5;2;4;4;2;5;1;3;2;5;4;4;5;1;5;1;4;1;5;3;5;5;4;2;1;3;5;1;4;2;;2;;2;1;2;1;1;2;1;2;1;2;2;2;2;1;4;3;1;4;2;4;4;4;2;4;2;2;39;2;12;16;3;2;1;0;0;0;2920;5;4;5;1;2170;2170;5;2;1;;24195;7510;7510;;;;2;1;62;6;132;4;2;4;2419;;530;650;620;710;8139;0,8139;0,9395;5;0,79772
12516;2002;1;10;4;2920;58;10;440;810;571;2;0;1;1;1;0;0;1;3;3;4;92;;;3;1;;3;3;5;4;4;5;2;4;5;5;8;6;5;6;3;5;6;6;1;3;2;;3;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;2;2;2;3;2;2;1;2;3;3;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;3;3;2;2;3;1;2;1;1;2;3;4;5;2;3;5;5;3;2;4;3;2;1;2;3;4;3;1;5;2;4;3;3;3;2;3;2;3;3;4;2;5;3;3;3;4;2;1;3;4;2;2;5;4;5;2;3;5;5;4;1;2;1;3;2;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;6;4;5;7;3;8;5;7;2;3;4;2;4;1;3;2;4;2;4;3;2;4;2;3;2;4;2;3;4;3;4;2;3;2;4;3;4;4;2;4;1;3;2;4;2;3;3;4;2;1;2;4;1;4;2;;2;;2;1;2;2;1;1;1;3;1;3;1;2;2;1;4;3;1;6;;1;3;10;;3;3;1;46;2;13;14;3;3;0;0;1;1;2920;5;4;5;1;2130;2130;5;2;1;;22212;8511;8511;;;;3;1;55;5;132;3;2;4;2221;;1;430;710;540;8210;0,821;1,01177;5;0,815269
